ss_id,latitude_rounded,longitude_rounded,llsoacd,orientation,tilt,kwp,operational_at
8062,54.83,-1.45,E01008719,171.0,28.0,1.92,2013-10-12
8063,54.82,-1.45,E01008742,176.0,33.0,1.92,2013-10-12
8064,54.82,-1.45,E01008742,264.0,38.0,1.92,2013-10-17
8065,54.9,-1.51,E01008846,95.0,27.0,1.92,2013-10-11
8066,53.41,-0.77,E01026380,270.0,35.0,2.0,2013-11-19
8067,52.96,-1.12,E01013939,195.0,30.0,2.94,2013-10-11
8068,52.94,-1.21,E01013976,140.0,25.0,2.45,2013-10-11
8069,52.71,-2.46,E01014205,155.0,30.0,2.45,2013-10-14
8070,53.28,-3.63,W01000153,165.0,30.0,3.92,2013-10-14
8071,52.71,-2.52,E01014180,160.0,30.0,2.45,2013-10-14
8072,53.01,-1.15,E01013852,200.0,30.0,2.45,2013-10-11
8073,53.0,-1.17,E01013849,150.0,30.0,2.45,2013-10-10
8074,53.19,-3.41,W01000196,170.0,30.0,2.94,2013-10-14
8075,50.76,-1.92,E01015307,115.0,30.0,2.6,2013-10-08
8076,53.3,-3.54,W01000184,135.0,30.0,2.94,2013-10-12
8077,52.88,-1.49,E01013588,225.0,30.0,2.45,2013-10-10
8078,53.3,-3.55,W01000184,180.0,30.0,2.94,2013-10-10
8079,56.09,-3.92,S00133036,135.0,35.0,4.0,2013-09-18
8080,56.09,-3.92,S00133036,135.0,35.0,4.0,2013-10-10
8081,56.09,-3.92,S00133036,135.0,35.0,4.0,2013-10-10
8082,56.09,-3.92,S00133036,135.0,35.0,4.0,2013-10-10
8083,53.0,-1.22,E01013883,200.0,25.0,2.45,2013-10-15
8084,52.3,-1.97,E01032235,175.0,30.0,2.94,2013-10-15
8085,52.29,-1.92,E01032254,145.0,30.0,2.94,2013-10-15
8086,53.31,-3.46,W01000229,190.0,30.0,3.92,2013-10-15
8087,52.57,-1.34,E01025826,180.0,30.0,2.94,2013-11-05
8088,53.12,-1.37,E01019480,210.0,30.0,3.92,2013-10-15
8089,52.96,-1.22,E01013861,220.0,30.0,2.45,2013-10-16
8090,55.81,-4.07,S00132219,110.0,40.0,3.0,2013-12-17
8091,53.29,-3.65,W01000153,150.0,30.0,2.45,2013-10-16
8092,56.09,-3.92,S00133036,135.0,35.0,4.0,2013-10-10
8093,52.32,0.88,E01030145,90.0,40.0,3.0,2013-10-21
8094,52.05,1.12,E01030013,90.0,34.0,3.0,2013-10-21
8095,51.97,1.07,E01029872,180.0,30.0,3.0,2013-10-22
8096,53.1,-1.24,E01027949,180.0,35.0,2.25,2013-11-19
8097,53.27,-3.5,W01000191,175.0,30.0,3.185,2013-10-16
8098,54.52,-1.24,E01012044,170.0,30.0,2.0,2013-09-22
8099,51.91,-0.16,E01023759,210.0,45.0,2.0,2013-11-15
8100,53.54,-1.32,E01007375,180.0,25.0,2.45,2013-10-17
8101,53.55,-1.3,E01007377,190.0,25.0,2.45,2013-10-17
8102,53.47,-1.36,E01007779,190.0,30.0,2.94,2013-10-17
8103,53.54,-1.17,E01007582,185.0,30.0,2.45,2013-10-17
8104,53.15,-1.22,E01028228,210.0,30.0,2.45,2013-10-17
8105,53.54,-1.32,E01007375,200.0,30.0,3.92,2013-10-17
8106,53.55,-1.32,E01007374,190.0,30.0,2.45,2013-10-17
8107,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8108,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8109,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8110,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8111,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8112,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8113,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8114,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-09-19
8115,52.04,0.73,E01029920,90.0,35.0,2.5,2013-10-21
8116,52.23,0.89,E01030089,90.0,40.0,3.0,2013-10-21
8117,52.03,0.74,E01029887,90.0,38.0,2.5,2013-10-21
8118,52.05,0.73,E01029917,90.0,32.0,3.0,2013-10-21
8119,52.38,1.67,E01030295,90.0,35.0,3.0,2013-11-15
8120,52.16,1.04,E01030060,30.0,25.0,2.0,2013-10-21
8121,52.06,1.27,E01030191,80.0,50.0,3.0,2013-10-22
8122,53.31,-3.53,W01000149,135.0,30.0,3.43,2013-10-17
8123,53.31,-3.48,W01000230,190.0,30.0,3.92,2013-10-11
8124,56.09,-3.91,S00133518,135.0,35.0,3.5,2013-10-09
8125,53.32,-3.41,W01000217,130.0,25.0,3.92,2013-10-18
8126,53.47,-1.32,E01007772,195.0,30.0,2.94,2013-10-18
8127,56.09,-3.91,S00133518,135.0,35.0,3.5,2013-10-10
8128,56.09,-3.91,S00133518,135.0,35.0,3.5,2013-10-08
8129,53.52,-1.32,E01007368,190.0,30.0,2.45,2013-10-18
8130,53.52,-1.32,E01007368,190.0,30.0,2.94,2013-10-18
8131,53.36,-1.22,E01007662,215.0,30.0,2.94,2013-10-17
8132,53.28,-3.59,W01000142,215.0,30.0,3.92,2013-10-16
8133,53.78,-2.41,E01025065,180.0,35.0,2.0,
8134,56.09,-3.91,S00133518,135.0,35.0,3.5,2014-07-01
8135,54.52,-1.24,E01012044,170.0,30.0,2.0,2013-09-24
8136,53.14,-1.25,E01027971,170.0,30.0,2.45,2013-10-21
8137,55.03,-1.44,E01008493,260.0,40.0,2.0,2013-11-12
8138,54.81,-1.46,E01008743,170.0,30.0,1.92,2013-10-29
8139,54.82,-1.45,E01008742,178.0,35.0,1.92,2013-10-17
8140,54.83,-1.45,E01008718,171.0,39.0,1.92,2013-10-16
8141,54.83,-1.45,E01008718,172.0,39.0,1.92,2013-10-18
8142,54.81,-1.46,E01008743,186.0,21.0,1.92,2013-10-26
8143,54.81,-1.46,E01008743,186.0,21.0,1.92,2013-10-26
8144,54.81,-1.46,E01008743,186.0,21.0,1.92,2013-10-16
8145,54.81,-1.46,E01008743,186.0,21.0,1.92,2013-10-26
8146,54.81,-1.46,E01008743,187.0,23.0,1.92,2013-10-26
8147,54.81,-1.46,E01008743,187.0,23.0,1.92,2013-10-17
8148,54.81,-1.46,E01008743,96.0,25.0,1.92,2013-10-26
8149,54.81,-1.46,E01008743,95.0,23.0,1.92,2013-10-17
8150,54.81,-1.46,E01008743,93.0,23.0,1.92,2013-10-29
8151,54.81,-1.46,E01008743,186.0,34.0,1.92,2013-10-22
8152,52.71,-2.45,E01014206,150.0,30.0,2.94,2013-10-21
8153,54.89,-1.55,E01008872,127.0,40.0,1.92,2013-12-03
8154,54.83,-1.45,E01008718,172.0,37.0,1.92,2013-10-26
8155,54.83,-1.45,E01008718,172.0,37.0,1.92,2013-10-22
8156,54.83,-1.45,E01008718,260.0,35.0,1.92,2013-10-29
8157,54.83,-1.45,E01008718,260.0,35.0,1.92,2013-10-19
8158,54.83,-1.45,E01008718,170.0,22.0,1.92,2013-10-19
8159,54.83,-1.45,E01008718,261.0,23.0,1.92,2013-10-19
8160,54.83,-1.45,E01008718,169.0,32.0,1.92,2013-10-17
8161,54.83,-1.45,E01008719,178.0,29.0,1.92,2013-10-16
8162,54.83,-1.45,E01008719,267.0,34.0,1.92,2013-10-16
8163,52.93,-1.28,E01028126,190.0,30.0,2.94,2013-10-21
8164,54.9,-1.54,E01008874,90.0,10.0,1.92,2013-10-30
8165,54.9,-1.5,E01008846,184.0,20.0,1.92,2013-10-17
8166,54.9,-1.51,E01008846,185.0,24.0,1.92,2013-10-22
8167,53.47,-1.32,E01007772,180.0,28.0,2.45,2013-11-13
8168,53.47,-1.32,E01007772,175.0,30.0,2.45,2013-11-13
8169,51.66,-3.25,W01001418,130.0,30.0,2.94,2013-09-19
8170,55.94,-2.91,S00102410,270.0,30.0,4.0,2013-10-30
8171,51.85,-5.01,W01000555,254.0,30.0,1.0,2013-09-10
8172,52.92,-1.25,E01028098,160.0,30.0,2.695,2013-10-09
8173,53.31,-3.84,W01000168,215.0,30.0,2.45,2013-10-18
8174,53.31,-3.46,W01000229,190.0,30.0,3.92,2013-10-18
8175,54.12,-0.52,E01027803,180.0,32.0,2.0,2013-11-12
8176,51.47,0.17,E01000367,135.0,30.0,2.94,2013-10-25
8177,53.3,-3.53,W01000184,190.0,30.0,2.45,2013-10-22
8178,53.28,-3.67,W01000163,200.0,30.0,3.92,2013-10-24
8179,53.55,-1.35,E01007354,210.0,25.0,3.185,2013-10-22
8180,53.52,-1.33,E01007367,190.0,30.0,3.185,2013-10-22
8181,53.52,-1.33,E01007367,180.0,30.0,2.45,2013-10-22
8182,51.4,0.17,E01024482,180.0,30.0,2.94,2013-10-26
8183,51.46,0.24,E01024155,140.0,30.0,2.94,2013-10-24
8184,51.43,0.36,E01024263,215.0,30.0,2.94,2013-10-24
8185,52.69,-2.44,E01014185,175.0,30.0,2.94,2013-10-24
8186,52.58,-0.27,E01015691,160.0,30.0,2.94,2013-10-04
8187,53.29,-3.57,W01001928,150.0,30.0,2.94,2013-10-23
8188,52.37,1.22,E01026935,180.0,20.0,30.0,2013-10-04
8189,51.82,-0.81,E01017661,130.0,30.0,2.45,2013-10-28
8190,52.31,-1.92,E01032262,180.0,30.0,2.94,2013-10-25
8191,51.9,-0.43,E01015701,160.0,30.0,2.94,2013-10-29
8192,51.9,-0.43,E01015701,150.0,30.0,2.45,2013-10-29
8193,51.88,-0.44,E01015733,220.0,30.0,2.45,2013-10-29
8194,53.29,-3.65,W01000153,220.0,30.0,3.92,2013-10-29
8195,54.9,-1.51,E01008846,92.0,17.0,1.92,2013-10-30
8196,54.9,-1.51,E01008846,93.0,22.0,1.92,2013-10-29
8197,54.83,-1.45,E01008719,174.0,36.0,1.92,2013-12-28
8198,54.81,-1.46,E01008743,186.0,22.0,1.92,2013-11-18
8199,54.81,-1.46,E01008743,96.0,25.0,1.92,2013-10-22
8200,54.81,-1.46,E01008743,187.0,31.0,1.92,2013-10-30
8201,54.83,-1.45,E01008718,261.0,33.0,1.92,2013-10-30
8202,54.83,-1.45,E01008718,170.0,22.0,1.92,2013-10-30
8203,54.83,-1.45,E01008718,168.0,31.0,1.92,2013-10-02
8204,54.83,-1.45,E01008718,172.0,30.0,1.92,2013-10-30
8205,54.83,-1.45,E01008718,169.0,32.0,1.92,2013-10-29
8206,54.83,-1.45,E01008718,173.0,35.0,1.92,2013-11-01
8207,54.83,-1.45,E01008718,167.0,42.0,1.92,2013-10-30
8208,54.81,-1.46,E01008743,141.0,49.0,1.92,2013-10-15
8209,54.82,-1.45,E01008742,222.0,44.0,1.92,2013-11-02
8210,54.82,-1.45,E01008742,263.0,27.0,1.92,2013-10-30
8211,54.91,-1.54,E01008875,91.0,15.0,1.92,2013-11-02
8212,54.9,-1.5,E01008846,97.0,19.0,1.92,2013-10-30
8213,54.9,-1.51,E01008846,91.0,21.0,1.92,2013-10-30
8214,54.9,-1.51,E01008846,102.0,25.0,1.92,2013-11-15
8215,51.16,-3.32,E01029343,180.0,30.0,4.0,2013-11-01
8216,53.54,-1.31,E01007375,200.0,30.0,2.45,2013-10-22
8217,52.47,-1.89,E01009362,130.0,30.0,2.94,2013-10-29
8218,51.92,-0.18,E01023774,180.0,30.0,2.94,2013-10-30
8219,51.43,0.01,E01003238,140.0,30.0,2.45,2013-10-30
8220,51.4,0.17,E01024482,185.0,30.0,2.45,2013-10-29
8221,53.33,-3.44,W01000220,165.0,30.0,3.92,2013-10-30
8222,51.81,-0.78,E01017700,190.0,30.0,2.45,2013-10-28
8223,54.83,-1.45,E01008718,260.0,34.0,1.92,2013-10-29
8224,56.18,-3.97,S00133317,110.0,35.0,4.0,2013-10-11
8225,56.18,-3.97,S00133317,110.0,35.0,4.0,2013-10-12
8226,56.15,-3.95,S00133063,125.0,20.0,4.0,2013-10-12
8227,56.15,-3.95,S00133063,125.0,20.0,4.0,2013-10-15
8228,56.15,-3.95,S00133063,125.0,20.0,4.0,2013-10-10
8229,53.68,-2.71,E01025445,225.0,40.0,2.0,2013-11-08
8230,56.15,-3.95,S00133063,125.0,20.0,4.0,2013-10-12
8231,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-11
8232,54.93,-1.46,E01008698,234.0,24.0,1.92,2013-11-02
8233,54.93,-1.45,E01008838,160.0,37.0,1.92,2013-11-09
8234,54.84,-1.46,E01008714,162.0,34.0,1.92,2013-11-02
8235,54.86,-1.41,E01008771,202.0,27.0,1.92,2013-11-06
8236,54.81,-1.46,E01008743,187.0,23.0,1.92,2013-10-31
8237,54.83,-1.45,E01008718,169.0,21.0,1.92,2013-11-02
8238,54.83,-1.45,E01008718,169.0,23.0,1.92,2013-10-08
8239,54.83,-1.45,E01008718,171.0,35.0,1.92,2013-11-08
8240,54.83,-1.45,E01008718,167.0,33.0,1.92,2013-11-01
8241,54.83,-1.45,E01008718,166.0,34.0,1.92,2013-11-01
8242,54.82,-1.45,E01008742,123.0,37.0,1.92,2013-11-01
8243,54.82,-1.45,E01008742,171.0,40.0,1.92,2013-11-01
8244,54.81,-1.47,E01008743,114.0,36.0,1.92,2013-11-19
8245,54.81,-1.47,E01008743,112.0,37.0,1.92,2013-11-06
8246,54.91,-1.38,E01008791,244.0,33.0,1.92,2013-10-31
8247,54.91,-1.38,E01008791,152.0,31.0,1.92,2013-10-08
8248,54.91,-1.38,E01008791,243.0,33.0,1.92,2013-11-02
8249,54.91,-1.38,E01008791,230.0,30.0,1.92,2013-11-06
8250,54.91,-1.38,E01008791,142.0,29.0,1.92,2013-11-08
8251,54.81,-1.46,E01008743,145.0,36.0,1.92,2013-10-08
8252,54.86,-1.41,E01008771,115.0,25.0,1.92,2013-11-02
8253,50.43,-4.12,E01015166,225.0,35.0,3.5,2013-11-11
8254,50.32,-4.03,E01020171,180.0,35.0,1.75,2013-11-26
8255,52.58,-2.14,E01010466,205.0,35.0,2.45,2013-10-31
8256,53.07,-1.4,E01019475,165.0,30.0,2.45,2013-10-23
8257,53.07,-1.4,E01019475,165.0,30.0,2.45,2013-10-23
8258,52.9,-2.5,E01028879,130.0,30.0,2.45,2013-11-04
8259,52.51,-2.03,E01010018,140.0,25.0,2.45,2013-11-01
8260,53.31,-3.47,W01000233,160.0,30.0,2.94,2013-10-30
8261,52.56,-2.1,E01010534,150.0,30.0,2.94,2013-10-31
8262,51.4,-2.64,E01014847,225.0,35.0,4.0,2013-10-29
8263,52.71,-2.52,E01014180,155.0,25.0,2.45,2013-10-31
8264,52.3,-1.93,E01032264,160.0,25.0,2.45,2013-11-01
8265,52.46,-1.89,E01009366,190.0,25.0,2.45,2013-10-29
8266,51.7,-3.22,W01001325,195.0,40.0,3.0,2013-11-25
8267,51.53,-2.47,E01014912,205.0,35.0,3.75,2013-11-09
8268,52.98,-1.15,E01013970,220.0,30.0,3.92,2013-11-07
8269,52.54,-1.95,E01010009,130.0,30.0,2.695,2013-10-23
8270,52.71,-2.46,E01014205,180.0,25.0,2.94,2013-11-04
8271,52.43,-1.89,E01008981,178.0,30.0,2.45,2013-10-30
8272,51.83,-0.83,E01017708,210.0,25.0,2.94,2013-11-05
8273,52.39,-1.94,E01009115,190.0,30.0,2.45,2013-11-04
8274,52.31,-1.92,E01032262,180.0,30.0,2.45,2013-10-31
8275,52.51,-0.26,E01018216,150.0,30.0,3.92,2013-10-31
8276,51.15,-1.02,E01022591,135.0,34.0,2.66,2013-11-16
8277,52.29,-1.92,E01032254,145.0,20.0,3.43,2013-11-05
8278,52.6,-0.23,E01015610,210.0,30.0,2.4,2013-11-08
8279,51.63,-0.72,E01017901,150.0,30.0,2.45,2013-11-07
8280,53.54,-1.16,E01007515,180.0,30.0,2.94,2013-10-31
8281,50.24,-5.22,E01018912,180.0,45.0,4.0,2013-11-14
8282,52.6,-0.25,E01015632,137.0,32.0,2.45,2013-11-02
8283,51.83,-0.81,E01017659,160.0,30.0,2.94,2013-11-07
8284,53.52,-1.33,E01007367,190.0,30.0,3.185,2013-11-08
8285,53.52,-1.33,E01007367,190.0,30.0,2.94,2013-11-08
8286,53.0,-1.17,E01013849,155.0,25.0,2.45,2013-11-05
8287,53.0,-1.17,E01013849,155.0,25.0,2.45,2013-11-04
8288,53.01,-1.16,E01013849,150.0,25.0,2.45,2013-11-05
8289,53.3,-3.54,W01000184,130.0,30.0,2.94,2013-11-08
8290,53.3,-3.58,W01001928,152.0,28.0,3.92,2013-11-07
8291,53.28,-3.9,W01000125,195.0,30.0,2.45,2013-10-28
8292,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-16
8293,51.83,-0.84,E01017707,170.0,25.0,2.45,2013-11-11
8294,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-16
8295,50.76,-1.92,E01015307,165.0,30.0,3.5,2013-11-20
8296,53.3,-3.54,W01000184,135.0,20.0,2.94,2013-11-12
8297,51.13,-2.95,E01029137,225.0,30.0,3.75,2013-11-22
8298,50.43,-3.67,E01020181,190.0,35.0,4.0,2013-10-24
8299,50.6,-4.74,E01018940,270.0,40.0,4.0,2013-10-18
8300,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-16
8301,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-16
8302,50.38,-4.22,E01033294,225.0,35.0,2.5,2013-10-19
8303,50.62,-1.35,E01017297,180.0,30.0,20.0,2013-11-13
8304,54.52,-1.25,E01012044,187.0,30.0,2.0,2013-10-17
8305,50.88,-1.93,E01020389,180.0,30.0,15.0,2013-11-08
8306,50.76,-1.92,E01015307,240.0,38.0,3.25,2013-12-10
8307,51.4,0.17,E01024482,185.0,30.0,2.45,2013-11-13
8308,53.19,-3.68,W01000159,177.0,30.0,3.92,2013-11-11
8309,52.6,-0.23,E01015610,210.0,30.0,2.94,2013-11-01
8310,52.6,-0.26,E01015634,161.0,29.0,2.45,2013-11-05
8311,52.04,-0.75,E01016729,145.0,30.0,2.94,2013-11-08
8312,53.34,-3.36,W01000298,170.0,25.0,2.94,2013-11-12
8313,51.43,0.75,E01024615,155.0,30.0,2.45,2013-11-07
8314,51.41,0.74,E01024597,200.0,30.0,2.45,2013-11-07
8315,51.42,0.13,E01000383,195.0,30.0,2.45,2013-11-15
8316,51.35,-0.02,E01001054,210.0,25.0,2.45,2013-11-13
8317,53.0,-1.22,E01013883,210.0,25.0,2.45,2013-11-12
8318,51.36,-1.99,E01032693,123.0,30.0,1.13,2013-10-21
8319,51.53,0.11,E01000096,180.0,30.0,2.45,2013-11-15
8320,52.42,0.99,E01026494,180.0,20.0,24.0,2013-10-23
8321,52.4,0.77,E01026440,180.0,20.0,30.0,2013-10-21
8322,52.4,0.77,E01026440,180.0,20.0,30.0,2013-10-21
8323,52.4,0.77,E01026440,180.0,20.0,30.0,2014-03-03
8324,51.38,-0.06,E01000992,160.0,30.0,2.45,2013-11-15
8325,53.14,-1.38,E01019814,200.0,20.0,2.45,2013-11-14
8326,51.6,-1.43,E01028761,165.0,30.0,2.94,2013-11-18
8327,50.76,-1.92,E01015307,120.0,30.0,2.25,2014-06-19
8328,53.54,-1.33,E01007374,140.0,25.0,2.45,2013-11-13
8329,50.75,-1.83,E01015338,90.0,37.0,3.0,2013-11-30
8330,52.29,-1.92,E01032254,145.0,25.0,2.94,2013-11-18
8331,52.41,-1.89,E01008980,155.0,20.0,2.45,2013-11-18
8332,50.76,-1.92,E01015307,190.0,37.0,2.25,2013-11-28
8333,53.29,-3.46,W01000224,145.0,30.0,2.45,2013-11-06
8334,51.57,0.51,E01021315,180.0,29.0,3.43,2013-11-12
8335,54.83,-1.45,E01008718,259.0,40.0,1.92,2013-10-23
8336,54.83,-1.45,E01008718,258.0,30.0,1.92,2013-10-23
8337,54.81,-1.46,E01008743,97.0,22.0,1.92,2013-11-16
8338,54.81,-1.46,E01008743,185.0,33.0,1.92,2013-10-24
8339,54.83,-1.45,E01008718,261.0,33.0,1.92,2013-10-24
8340,54.91,-1.38,E01008791,162.0,30.0,1.92,2013-12-03
8341,54.83,-1.45,E01008718,259.0,32.0,1.92,2013-10-25
8342,54.83,-1.45,E01008718,261.0,30.0,1.92,2013-10-24
8343,54.83,-1.45,E01008718,169.0,23.0,1.92,2013-12-03
8344,54.83,-1.45,E01008718,261.0,35.0,1.92,2013-10-24
8345,54.83,-1.45,E01008718,166.0,30.0,1.92,2014-10-17
8346,54.81,-1.46,E01008743,230.0,48.0,1.92,2013-10-25
8347,54.81,-1.46,E01008743,124.0,23.0,1.92,2013-10-24
8348,54.82,-1.45,E01008742,173.0,39.0,1.92,2013-11-09
8349,54.81,-1.47,E01008743,183.0,37.0,1.92,2013-12-03
8350,54.81,-1.46,E01008743,145.0,36.0,1.92,2013-10-24
8351,54.92,-1.56,E01008873,257.0,39.0,1.92,2013-11-12
8352,54.9,-1.51,E01008846,92.0,24.0,1.92,2014-01-16
8353,54.9,-1.51,E01008846,185.0,21.0,1.92,2013-11-20
8354,54.83,-1.45,E01008719,174.0,36.0,1.92,2013-12-03
8355,54.93,-1.45,E01008838,250.0,23.0,1.92,2013-12-04
8356,54.83,-1.45,E01008718,259.0,29.0,1.92,2013-11-28
8357,54.83,-1.45,E01008718,261.0,38.0,1.92,2013-12-04
8358,54.83,-1.45,E01008718,95.0,29.0,1.92,2013-10-24
8359,54.83,-1.45,E01008718,170.0,19.0,1.92,2013-12-03
8360,54.83,-1.45,E01008718,170.0,22.0,1.92,2013-12-03
8361,54.83,-1.45,E01008718,170.0,22.0,1.92,2013-10-24
8362,54.83,-1.45,E01008718,262.0,30.0,1.92,2013-11-20
8363,54.83,-1.45,E01008718,174.0,34.0,1.92,2013-11-20
8364,54.81,-1.46,E01008743,142.0,47.0,1.92,2013-11-16
8365,54.81,-1.46,E01008743,233.0,48.0,1.92,2013-11-28
8366,54.81,-1.46,E01008743,231.0,48.0,1.92,2013-11-20
8367,54.81,-1.46,E01008743,214.0,21.0,1.92,2013-10-24
8368,54.81,-1.46,E01008743,215.0,23.0,1.92,2013-10-24
8369,54.81,-1.46,E01008743,214.0,23.0,1.92,2013-11-20
8370,54.81,-1.46,E01008743,124.0,23.0,1.92,2013-11-22
8371,54.81,-1.47,E01008743,113.0,39.0,1.92,2013-11-20
8372,54.81,-1.46,E01008743,144.0,32.0,1.92,2013-11-20
8373,54.9,-1.5,E01008846,97.0,19.0,1.92,2013-12-10
8374,54.9,-1.51,E01008846,94.0,20.0,1.92,2014-01-16
8375,54.9,-1.51,E01008846,184.0,20.0,1.92,2014-03-13
8376,50.47,-3.51,E01015243,80.0,30.0,4.0,2013-11-27
8377,52.71,-2.53,E01014179,220.0,25.0,2.45,2013-10-24
8378,51.6,-1.43,E01028761,160.0,30.0,2.88,2013-11-19
8379,53.28,-3.63,W01000153,165.0,20.0,3.92,2013-11-06
8380,51.55,-1.73,E01015488,175.0,30.0,2.4,2013-11-19
8381,51.56,-1.74,E01015492,180.0,25.0,2.4,2013-11-20
8382,53.32,-3.41,W01000217,150.0,30.0,3.84,2013-11-20
8383,51.61,-1.43,E01028724,150.0,30.0,3.36,2013-11-20
8384,53.33,-3.45,W01000220,165.0,20.0,3.92,2013-11-19
8385,52.12,-0.44,E01017520,160.0,30.0,2.94,2013-11-15
8386,53.32,-3.42,W01000221,171.0,25.0,3.43,2013-11-21
8387,51.57,0.48,E01021270,170.0,35.0,2.94,2013-11-20
8388,51.44,-1.99,E01031896,230.0,30.0,3.36,2013-11-20
8389,51.24,-2.99,E01029114,165.0,35.0,3.92,2013-11-28
8390,51.47,-2.52,E01014627,186.0,30.0,3.675,2013-11-28
8391,56.09,-3.91,S00133015,90.0,35.0,3.75,2013-10-28
8392,51.61,-3.08,W01001408,224.0,35.0,2.45,2013-11-29
8393,51.33,-2.91,E01014769,152.0,35.0,3.92,2013-11-28
8394,56.09,-3.91,S00133015,90.0,35.0,4.0,2013-12-15
8395,56.09,-3.91,S00133015,90.0,35.0,3.75,2013-10-28
8396,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-29
8397,56.11,-3.93,S00133087,160.0,35.0,3.5,2013-10-28
8398,51.6,-3.1,W01001412,230.0,35.0,3.43,2013-11-29
8399,51.52,-3.71,W01000999,190.0,33.0,2.45,2013-11-29
8400,53.31,-3.51,W01000152,185.0,30.0,3.84,2013-11-22
8401,51.58,0.42,E01021273,175.0,25.0,3.12,2013-11-20
8402,52.06,-0.74,E01016766,180.0,30.0,2.4,2013-11-22
8403,51.65,-3.78,W01000910,224.0,35.0,3.43,2013-12-02
8404,51.65,-3.98,W01000761,207.0,35.0,2.94,2013-12-02
8405,52.59,-0.27,E01015661,155.0,25.0,2.64,2013-11-25
8406,56.1,-3.95,S00133113,180.0,45.0,3.5,2013-10-29
8407,50.76,-1.92,E01015307,175.0,41.0,2.25,2014-05-21
8408,50.42,-4.13,E01015027,190.0,30.0,3.92,2013-10-31
8409,50.49,-4.47,E01018783,160.0,35.0,3.43,2013-11-01
8410,50.92,-3.7,E01020138,270.0,35.0,4.0,2013-12-12
8411,53.52,-2.18,E01005252,135.0,30.0,2.5,2013-12-13
8412,50.39,-4.13,E01015033,120.0,40.0,3.25,2014-01-07
8413,53.34,-3.42,W01000219,165.0,24.0,2.695,2013-11-21
8414,53.0,-1.17,E01013854,140.0,24.0,2.45,2013-11-08
8415,52.98,-1.12,E01013936,165.0,26.0,2.94,2013-11-26
8416,52.96,-1.22,E01013861,190.0,25.0,2.94,2013-11-14
8417,53.0,-1.22,E01013884,210.0,29.0,2.94,2013-11-08
8418,52.74,-1.63,E01019850,200.0,32.0,2.94,2013-11-25
8419,55.82,-4.44,S00128767,170.0,32.0,3.0,2013-11-28
8420,55.77,-4.09,S00132063,220.0,30.0,2.0,2013-11-28
8421,52.77,0.44,E01026673,175.0,38.0,3.36,2013-11-26
8422,53.47,-1.33,E01007772,160.0,33.0,2.4,2013-11-21
8423,53.0,-1.17,E01013849,150.0,22.0,2.45,2013-11-04
8424,52.48,-1.97,E01010058,210.0,25.0,2.4,2013-11-27
8425,52.05,-0.76,E01016721,145.0,28.0,2.45,2013-11-27
8426,51.46,0.24,E01024155,215.0,31.0,2.88,2013-11-26
8427,51.69,-4.29,W01000711,230.0,40.0,3.675,2013-12-02
8428,51.65,-3.78,W01000910,181.0,30.0,3.92,2013-12-02
8429,50.73,-3.49,E01020040,199.0,30.0,3.92,2013-12-02
8430,50.62,-3.39,E01019914,175.0,22.0,3.675,2013-12-03
8431,52.6,-0.29,E01015596,160.0,26.0,2.45,2013-11-19
8432,53.11,-1.26,E01027959,180.0,16.0,2.45,2013-11-27
8433,56.11,-3.93,S00133088,160.0,35.0,3.5,2013-11-03
8434,53.2,-3.46,W01000199,200.0,28.0,3.36,2013-11-25
8435,56.1,-3.94,S00133130,180.0,35.0,3.27,2013-11-03
8436,53.0,-1.17,E01013854,155.0,25.0,2.45,2013-11-08
8437,53.31,-3.46,W01000234,185.0,22.0,3.6,2013-11-22
8438,52.93,-1.28,E01028133,180.0,29.0,3.92,2013-11-19
8439,51.54,-1.9,E01031967,180.0,40.0,1.35,2013-11-03
8440,50.95,-2.65,E01029251,180.0,45.0,3.5,2013-12-02
8441,51.49,-2.59,E01014632,195.0,30.0,3.43,2013-12-03
8442,51.67,-3.25,W01001414,125.0,35.0,2.94,2013-12-03
8443,51.64,-3.48,W01001286,206.0,35.0,2.45,2016-11-17
8444,51.59,-1.81,E01015528,10.0,30.0,3.5,2013-12-02
8445,51.65,-3.23,W01001364,223.0,35.0,2.94,2013-12-12
8446,51.66,-3.29,W01001290,145.0,35.0,2.695,2013-12-18
8447,51.53,0.58,E01021506,155.0,28.0,2.4,2013-11-27
8448,53.25,-0.53,E01026166,197.0,34.0,2.88,2013-11-29
8449,52.68,0.14,E01018096,225.0,44.0,3.36,2013-11-29
